,Lijstnummer,Aanduiding,Positie,Initialen,Roepnaam,Tussenvoegsels,Achternaam,Geslacht,Woonplaats,Stemmen,Verkiezing,Party_WD_id,Qid,Positie_Groningen,Positie_Fryslan,Positie_Drenthe,Positie_Overijssel,Positie_Flevoland,Positie_Nijmegen,Positie_Arnhem,Positie_Utrecht,Positie_Amsterdam,Positie_Haarlem,Positie_Den_Helder,Positie_Den_Haag,Positie_Rotterdam,Positie_Dordrecht,Positie_Leiden,Positie_Zeeland,Positie_Tilburg,Positie_Den_Bosch,Positie_Limburg,Positie_Caribisch_Nederland,Stemmen_Groningen,Stemmen_Fryslan,Stemmen_Drenthe,Stemmen_Overijssel,Stemmen_Flevoland,Stemmen_Nijmegen,Stemmen_Arnhem,Stemmen_Utrecht,Stemmen_Amsterdam,Stemmen_Haarlem,Stemmen_Den_Helder,Stemmen_Den_Haag,Stemmen_Rotterdam,Stemmen_Dordrecht,Stemmen_Leiden,Stemmen_Zeeland,Stemmen_Tilburg,Stemmen_Den_Bosch,Stemmen_Limburg,Stemmen_Caribisch_Nederland,Stemmen_Maastricht,Positie_Maastricht,Stemmen_Venlo,Positie_Venlo,Stemmen_s-Gravenhage,Positie_s-Gravenhage,Stemmen_s-Hertogenbosch,Positie_s-Hertogenbosch,Stemmen_Gelderland,Positie_Gelderland,Stemmen_Noord_Holland,Positie_Noord_Holland,Stemmen_Zuid_Holland,Positie_Zuid_Holland,Stemmen_Noord_Brabant,Positie_Noord_Brabant,Stemmen_Bonaire,Positie_Bonaire,Stemmen_Saba,Positie_Saba,Stemmen_Sint_Eustatius,Positie_Sint_Eustatius,Stemmen_Buitenland,Positie_Buitenland,Stemmen_Den Helder,Positie_Den Helder,Naam,url
72,3.0,Staatkundig Gereformeerde Partij (SGP),5.0,C.J.,Rick,van de,Waerdt,m,Ridderkerk,60.0,GR2022Ridderkerk,Q60172,Q123176241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rick van de Waerdt,https://verkiezingsarchief.nl/kandidaten/21c3e9/Rick_van_de_Waerdt
73,11.0,Forum voor Democratie,2.0,A.,,van,Iperen,,Tiel,115,GR2022Tiel,Q28163962,Q123215612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anita van Iperen,https://verkiezingsarchief.nl/kandidaten/21cxrw/Anita_van_Iperen
74,11.0,Forum voor Democratie,3.0,E.,,,Hak,,Tiel,69,GR2022Tiel,Q28163962,Q123215613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babette Hak,https://verkiezingsarchief.nl/kandidaten/21cxrx/Babette_Hak
75,11.0,Forum voor Democratie,7.0,C.A.J.,,,Claassen,,Beuningen,3,GR2022Tiel,Q28163962,Q123215616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kees Claassen,https://verkiezingsarchief.nl/kandidaten/21cxs0/Kees_Claassen
76,2.0,FNP,1.0,A.J.,Aant Jelle,,Soepboer,m,Niawier,2271,GR2022Noardeast-Fryslân,Q371095,Q120550160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aant Jelle Soepboer,https://verkiezingsarchief.nl/kandidaten/1zrt3k/Aant_Jelle_Soepboer
77,5.0,VVD,7.0,R.A.,Rick,,Bouma,m,Morra,10,GR2022Noardeast-Fryslân,Q239333,Q123175951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rick Bouma,https://verkiezingsarchief.nl/kandidaten/21c367/Rick_Bouma
78,10.0,Belang van Nederland (BVNL),1.0,J.,Johan,,Talsma,m,Dokkum,1125,GR2022Noardeast-Fryslân,,Q123176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Talsma,https://verkiezingsarchief.nl/kandidaten/21c3kn/Johan_Talsma
79,10.0,Belang van Nederland (BVNL),2.0,S.J.,Siebe Jan,,Vogelzang,m,Dokkum,77,GR2022Noardeast-Fryslân,,Q123176436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siebe Jan Vogelzang,https://verkiezingsarchief.nl/kandidaten/21c3jo/Siebe_Jan_Vogelzang
80,10.0,Belang van Nederland (BVNL),4.0,T.A.,Tjitske Aline,van der,Veen,v,Kollumerzwaag,100,GR2022Noardeast-Fryslân,,Q123176434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tjitske Aline van der Veen,https://verkiezingsarchief.nl/kandidaten/21c3jm/Tjitske_Aline_van_der_Veen
81,2.0,Bloeiend Hillegom,9.0,A.W.,Annemieke,de,Haan,v,Hillegom,24.0,GR2014Hillegom,,Q123176383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annemieke de Haan,https://verkiezingsarchief.nl/kandidaten/21c3i7/Annemieke_de_Haan
82,2.0,VVD,6.0,A.H.J.,Daan,de,Kort,m,Veldhoven,443.0,GR2014Veldhoven,Q239333,Q106119769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daan de Kort,https://verkiezingsarchief.nl/kandidaten/1r6ijd/Daan_de_Kort
83,3.0,VVD,1.0,A.H.J.,Daan,de,Kort,m,Veldhoven,1677.0,GR2018Veldhoven,Q239333,Q106119769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daan de Kort,https://verkiezingsarchief.nl/kandidaten/1r6ijd/Daan_de_Kort
84,1.0,VVD,44.0,A.H.J.,Daan,de,Kort,m,Veldhoven,73.0,GR2022Veldhoven,Q239333,Q106119769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daan de Kort,https://verkiezingsarchief.nl/kandidaten/1r6ijd/Daan_de_Kort
85,5.0,De Lokale Partij,4.0,C.E.J.,Cathy,van,Manen,v,Nijkerk,285.0,GR2022Nijkerk,,Q123215618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathy van Manen,https://verkiezingsarchief.nl/kandidaten/21cxs2/Cathy_van_Manen
86,,D66,,J.,Caecilia,van,Peski,,,157,GR2010Tilburg,Q747910,Q123175985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caecilia van Peski,https://verkiezingsarchief.nl/kandidaten/21c375/Caecilia_van_Peski
87,4.0,Democraten 66 (D66),27.0,M.T.M.,Marcelle,,Hendrickx,v,Tilburg,23,GR2014Tilburg,Q747910,Q123176006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelle Hendrickx,https://verkiezingsarchief.nl/kandidaten/21c37q/Marcelle_Hendrickx
88,4.0,Democraten 66 (D66),46.0,C.J.,Caecilia,van,Peski,v,Tilburg,33,GR2014Tilburg,Q747910,Q123175985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caecilia van Peski,https://verkiezingsarchief.nl/kandidaten/21c375/Caecilia_van_Peski
89,13.0,Lijst Smolders Tilburg (LST),1.0,H.A.J.,Hans,,Smolders,m,Tilburg,7468,GR2014Tilburg,Q2856053,Q2021605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Smolders,https://verkiezingsarchief.nl/kandidaten/17bvp/Hans_Smolders
90,1.0,Democraten 66 (D66),3.0,M.T.M.,Marcelle,,Hendrickx,,Tilburg,1771,GR2018Tilburg,Q747910,Q123176006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelle Hendrickx,https://verkiezingsarchief.nl/kandidaten/21c37q/Marcelle_Hendrickx
91,3.0,Lijst Smolders Tilburg ( LST ),1.0,H.A.J.,Hans,,Smolders,m,Tilburg,13995,GR2018Tilburg,,Q2021605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Smolders,https://verkiezingsarchief.nl/kandidaten/17bvp/Hans_Smolders
92,11.0,50PLUS,1.0,H.C.A.M.,Henk,van,Tilborg,m,Tilburg,2289,GR2018Tilburg,Q59574,Q123176308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henk van Tilborg,https://verkiezingsarchief.nl/kandidaten/21c3g4/Henk_van_Tilborg
93,11.0,50PLUS,2.0,M.F.L.,Frans,,Vriens,m,Udenhout,312,GR2018Tilburg,Q59574,Q123176325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frans Vriens,https://verkiezingsarchief.nl/kandidaten/21c3gl/Frans_Vriens
94,1.0,Lijst Smolders Tilburg (LST),1.0,H.A.J.,Hans,,Smolders,m,Tilburg,8005,GR2022Tilburg,Q2856053,Q2021605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Smolders,https://verkiezingsarchief.nl/kandidaten/17bvp/Hans_Smolders
95,2.0,D66,46.0,M.T.M.,Marcelle,,Hendrickx,,Tilburg,105,GR2022Tilburg,Q747910,Q123176006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelle Hendrickx,https://verkiezingsarchief.nl/kandidaten/21c37q/Marcelle_Hendrickx
96,3.0,GROENLINKS,1.0,A.,Esmah,,Lahlah,v,Tilburg,10625,GR2022Tilburg,Q667680,Q112673050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esmah Lahlah,https://verkiezingsarchief.nl/kandidaten/1v2z2y/Esmah_Lahlah
97,8.0,50PLUS,1.0,H.C.A.M.,Henk,van,Tilborg,m,Tilburg,2659,GR2022Tilburg,Q59574,Q123176308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henk van Tilborg,https://verkiezingsarchief.nl/kandidaten/21c3g4/Henk_van_Tilborg
98,8.0,50PLUS,2.0,M.F.L.,Frans,,Vriens,m,Udenhout,416,GR2022Tilburg,Q59574,Q123176325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frans Vriens,https://verkiezingsarchief.nl/kandidaten/21c3gl/Frans_Vriens
99,11.0,Forum voor Democratie,1.0,P.,,,Kooke,,Tilburg,1193,GR2022Tilburg,Q28163962,Q123215691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pim Kooke,https://verkiezingsarchief.nl/kandidaten/21cxu3/Pim_Kooke
100,11.0,Forum voor Democratie,9.0,M.J.S.,,,Etalle,,s-Gravenhage,10,GR2022Tilburg,Q28163962,Q123215558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massimo Etalle,https://verkiezingsarchief.nl/kandidaten/21cxqe/Massimo_Etalle
101,12.0,Partij voor de Dieren,1.0,A.I.,Anne-Miep,,Vlasveld,,Tilburg,2461,GR2022Tilburg,Q663535,Q123176124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne-Miep Vlasveld,https://verkiezingsarchief.nl/kandidaten/21c3b0/Anne-Miep_Vlasveld
102,1.0,Lijst Linssen,9.0,C.J.R.F.,Camiel,van der,Meeren,m,Bergen op Zoom,140.0,GR2014Bergen op Zoom,,Q123176451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camiel van der Meeren,https://verkiezingsarchief.nl/kandidaten/21c3k3/Camiel_van_der_Meeren
103,7.0,BSD,9.0,J.J.M.,John,,Voets,,Bergen op Zoom,45.0,GR2014Bergen op Zoom,Q110860661,Q123176326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Voets,https://verkiezingsarchief.nl/kandidaten/21c3gm/John_Voets
104,2.0,Lijst Linssen,6.0,C.J.R.F.,Camiel,van der,Meeren,m,Bergen op Zoom,138.0,GR2018Bergen op Zoom,,Q123176451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camiel van der Meeren,https://verkiezingsarchief.nl/kandidaten/21c3k3/Camiel_van_der_Meeren
105,2.0,Lijst Linssen,10.0,M.A.,Maikel,de,Bekker,m,Bergen op Zoom,21.0,GR2018Bergen op Zoom,,Q123176458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maikel de Bekker,https://verkiezingsarchief.nl/kandidaten/21c3ka/Maikel_de_Bekker
106,9.0,Steunpunt Bergen op Zoom,1.0,J.J.M.,John,,Voets,m,Bergen op Zoom,354.0,GR2018Bergen op Zoom,,Q123176326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Voets,https://verkiezingsarchief.nl/kandidaten/21c3gm/John_Voets
107,10.0,50PLUS,1.0,J.J.M.,John,,Voets,m,Bergen op Zoom,595.0,GR2022Bergen op Zoom,Q59574,Q123176326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Voets,https://verkiezingsarchief.nl/kandidaten/21c3gm/John_Voets
108,12.0,Belang van Bergen op Zoom (BVB),1.0,M.A.,Maikel,de,Bekker,m,Bergen op Zoom,467.0,GR2022Bergen op Zoom,,Q123176458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maikel de Bekker,https://verkiezingsarchief.nl/kandidaten/21c3ka/Maikel_de_Bekker
109,12.0,Belang van Bergen op Zoom (BVB),2.0,C.J.R.F.,Camiel,van der,Meeren,m,Bergen op Zoom,145.0,GR2022Bergen op Zoom,,Q123176451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camiel van der Meeren,https://verkiezingsarchief.nl/kandidaten/21c3k3/Camiel_van_der_Meeren
110,1.0,CDA,1.0,P.,Paul,,Boogaard,m,Nieuw-Beijerland,2234,GR2022Hoeksche Waard,,Q123176057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Boogaard,https://verkiezingsarchief.nl/kandidaten/21c395/Paul_Boogaard
111,3.0,Staatkundig Gereformeerde Partij (SGP),1.0,A.D.,Adriaan,van der,Wulp,,s-Gravendeel,2778,GR2022Hoeksche Waard,,Q123176221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriaan van der Wulp,https://verkiezingsarchief.nl/kandidaten/21c3dp/Adriaan_van_der_Wulp
112,10.0,PVV (Partij voor de Vrijheid),1.0,R.A.B.,René,,Claassen,m,Landgraaf,831,GR2022Landgraaf,,Q123176033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,René Claassen,https://verkiezingsarchief.nl/kandidaten/21c38h/René_Claassen
113,10.0,PVV (Partij voor de Vrijheid),3.0,P.P.,Patrick,,Crijns,m,Landgraaf,371,GR2022Landgraaf,,Q123176045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Crijns,https://verkiezingsarchief.nl/kandidaten/21c38t/Patrick_Crijns
114,,Nederlandse Moslim Partij,,M.,Mohamed,,Nabih,,,143,GR2010Alkmaar,,Q123176015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Nabih,https://verkiezingsarchief.nl/kandidaten/21c37z/Mohamed_Nabih
115,1.0,Partij van de Arbeid (P.v.d.A.),5.0,M.,Mohamed,,Nabih,m,Alkmaar,324,GR2014Alkmaar,Q275441,Q123176015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Nabih,https://verkiezingsarchief.nl/kandidaten/21c37z/Mohamed_Nabih
116,9.0,Basisinkomen Partij / Mens en Spirit,3.0,T.R.M.,Micha,,Kuiper,m,Egmond aan den Hoef,19,GR2014Alkmaar,Q111257217,Q123176558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micha Kuiper,https://verkiezingsarchief.nl/kandidaten/21c3n2/Micha_Kuiper
117,2.0,Partij van de Arbeid (P.v.d.A.),4.0,M.,Mohamed,,Nabih,m,Alkmaar,334,GR2018Alkmaar,Q275441,Q123176015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Nabih,https://verkiezingsarchief.nl/kandidaten/21c37z/Mohamed_Nabih
118,14.0,Partij voor de Dieren,5.0,K.,Kıvılcım,,Pınar,m,Alkmaar,65,GR2018Alkmaar,Q663535,Q123176109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kıvılcım Pınar,https://verkiezingsarchief.nl/kandidaten/21c3al/Kıvılcım_Pınar
119,1.0,Onafhankelijke Partij Alkmaar (OPA),10.0,L.J.,Leia,,Pickkers,v,Alkmaar,68,GR2022Alkmaar,,Q123176543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leia Pickkers,https://verkiezingsarchief.nl/kandidaten/21c3mn/Leia_Pickkers
120,4.0,Partij van de Arbeid (P.v.d.A.),6.0,M.,Mohamed,,Nabih,m,Alkmaar,333,GR2022Alkmaar,Q275441,Q123176015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Nabih,https://verkiezingsarchief.nl/kandidaten/21c37z/Mohamed_Nabih
121,10.0,Partij voor de Dieren,1.0,K.,Kıvılcım,,Pınar,,Alkmaar,1102,GR2022Alkmaar,Q663535,Q123176109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kıvılcım Pınar,https://verkiezingsarchief.nl/kandidaten/21c3al/Kıvılcım_Pınar
122,12.0,Hart voor Vrijheid,2.0,P.H.,Pasqual,,Verhagen,m,Alkmaar,107,GR2022Alkmaar,,Q123176517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasqual Verhagen,https://verkiezingsarchief.nl/kandidaten/21c3lx/Pasqual_Verhagen
123,13.0,SP (Socialistische Partij),9.0,A.M.,Alexandra,,Spanner,v,Alkmaar,46,GR2022Alkmaar,Q849580,Q123176098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandra Spanner,https://verkiezingsarchief.nl/kandidaten/21c3aa/Alexandra_Spanner
124,14.0,Forum voor Democratie,1.0,J.C.,,,Wittebrood,,Alkmaar,1181,GR2022Alkmaar,Q28163962,Q123215725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jelle Wittebrood,https://verkiezingsarchief.nl/kandidaten/21cxv1/Jelle_Wittebrood
125,14.0,Forum voor Democratie,7.0,T.S.,,,Smit,,Hem,19,GR2022Alkmaar,Q28163962,Q123215649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thiemo Smit,https://verkiezingsarchief.nl/kandidaten/21cxsx/Thiemo_Smit
126,14.0,Forum voor Democratie,10.0,T.,,,Panis,,IJmuiden,14,GR2022Alkmaar,Q28163962,Q123215744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tommy Panis,https://verkiezingsarchief.nl/kandidaten/21cxvk/Tommy_Panis
127,,SGP,,L.,,van,Bruchem,,,206.0,GR2010Geldermalsen,Q60172,Q123176245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lourens van Bruchem,https://verkiezingsarchief.nl/kandidaten/21c3ed/Lourens_van_Bruchem
128,5.0,Staatkundig Gereformeerde Partij (SGP),1.0,L.,Lourens,van,Bruchem,m,Meteren,1721.0,GR2014Geldermalsen,Q60172,Q123176245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lourens van Bruchem,https://verkiezingsarchief.nl/kandidaten/21c3ed/Lourens_van_Bruchem
129,8.0,SP (Socialistische Partij),10.0,M.J.,Mathijs,ten,Broeke,m,Zutphen,55.0,GR2014Zutphen,Q849580,Q106044281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathijs ten Broeke,https://verkiezingsarchief.nl/kandidaten/1r4wah/Mathijs_ten_Broeke
130,2.0,SP (Socialistische Partij),1.0,M.J.,Mathijs,ten,Broeke,m,Zutphen,1942.0,GR2018Zutphen,Q849580,Q106044281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathijs ten Broeke,https://verkiezingsarchief.nl/kandidaten/1r4wah/Mathijs_ten_Broeke
131,2.0,SP (Socialistische Partij),8.0,D.,Debbie,van,Dijk,v,Zutphen,23.0,GR2022Zutphen,Q849580,Q123176085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debbie van Dijk,https://verkiezingsarchief.nl/kandidaten/21c39x/Debbie_van_Dijk
132,2.0,SP (Socialistische Partij),20.0,M.J.,Mathijs,ten,Broeke,m,Zutphen,134.0,GR2022Zutphen,Q849580,Q106044281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathijs ten Broeke,https://verkiezingsarchief.nl/kandidaten/1r4wah/Mathijs_ten_Broeke
133,1.0,CDA,17.0,J.,Jouke,,Spoelstra,m,Drogeham,279,GR2014Achtkarspelen,Q273749,Q122190551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jouke Spoelstra,https://verkiezingsarchief.nl/kandidaten/20qytz/Jouke_Spoelstra
134,2.0,CDA,1.0,J.,Jouke,,Spoelstra,m,Drogeham,1781,GR2018Achtkarspelen,Q273749,Q122190551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jouke Spoelstra,https://verkiezingsarchief.nl/kandidaten/20qytz/Jouke_Spoelstra
135,1.0,CDA,1.0,J.,Jouke,,Spoelstra,m,Drogeham,1417,GR2022Achtkarspelen,Q273749,Q122190551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jouke Spoelstra,https://verkiezingsarchief.nl/kandidaten/20qytz/Jouke_Spoelstra
136,9.0,Forum voor Democratie,1.0,A.G.,,van,Dijk,,Stroobos,230,GR2022Achtkarspelen,Q28163962,Q123215576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert van Dijk,https://verkiezingsarchief.nl/kandidaten/21cxqw/Albert_van_Dijk
137,9.0,Forum voor Democratie,2.0,T.J.,,,Baas,,Harkema,168,GR2022Achtkarspelen,Q28163962,Q123215583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted Baas,https://verkiezingsarchief.nl/kandidaten/21cxr3/Ted_Baas
138,9.0,Forum voor Democratie,9.0,N.,,,Feenstra,,Leeuwarden,3,GR2022Achtkarspelen,Q28163962,Q123215579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Feenstra,https://verkiezingsarchief.nl/kandidaten/21cxqz/Nancy_Feenstra
139,,VVD,,E.M.,Ellis,,Zeeuw van der Laan,,,62,GR2010Hilversum,Q239333,Q123175915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellis Zeeuw van der Laan,https://verkiezingsarchief.nl/kandidaten/21c357/Ellis_Zeeuw_van_der_Laan
140,2.0,VVD,4.0,R.,Ruud,,Verkuijlen,m,Hilversum,161,GR2014Hilversum,Q239333,Q106119778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruud Verkuijlen,https://verkiezingsarchief.nl/kandidaten/1r6ijm/Ruud_Verkuijlen
141,2.0,VVD,12.0,E.M.,Ellis,,Zeeuw van der Laan,v,Hilversum,89,GR2014Hilversum,Q239333,Q123175915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellis Zeeuw van der Laan,https://verkiezingsarchief.nl/kandidaten/21c357/Ellis_Zeeuw_van_der_Laan
142,3.0,VVD,4.0,R.,Ruud,,Verkuijlen,m,Hilversum,105,GR2018Hilversum,Q239333,Q106119778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruud Verkuijlen,https://verkiezingsarchief.nl/kandidaten/1r6ijm/Ruud_Verkuijlen
